2023-04-19 11:37:53,494:INFO:Row: ['uniform', '1000', '0', '28.77443105'], Mean: 14.425891212958177, Standard deviation: 8.265355383213688, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['uniform', '100000', '0', '24.66237296'], Mean: 12.339335182297882, Standard deviation: 7.09882092511347, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['normal', '10000', '53.16475463', '49.93530487'], Mean: 53.29910932743255, Standard deviation: 49.94219617296792, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['weibull', '1000', '0.375481115', ''], Mean: 4.029963828466047, Standard deviation: 13.935460143867614, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['poisson', '10000', '44', ''], Mean: 44.0665, Standard deviation: 6.6386954855603975, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['weibull', '1000', '0.80448112', ''], Mean: 1.0356930482493385, Standard deviation: 1.3413213247709215, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['normal', '100000', '15.00362862', '10.44785937'], Mean: 14.985937378327888, Standard deviation: 10.443816902335119, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['binomial', '10000', '626', '0.1739874'], Mean: 108.7369, Standard deviation: 9.55845585803481, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['poisson', '1000', '35', ''], Mean: 34.906, Standard deviation: 5.872577287699158, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['poisson', '10000', '2', ''], Mean: 1.9929, Standard deviation: 1.399446172598289, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['weibull', '1000', '0.617218011', ''], Mean: 1.547225681293755, Standard deviation: 2.697786212730048, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['uniform', '10000', '0', '12.19429049'], Mean: 6.111429941914698, Standard deviation: 3.525758180460213, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['weibull', '10000', '0.54203764', ''], Mean: 1.7529925471055279, Standard deviation: 3.5612208943849617, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['uniform', '100000', '0', '40.85785923'], Mean: 20.431803546719433, Standard deviation: 11.779223079758594, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['weibull', '1000', '0.947073597', ''], Mean: 0.995703192490087, Standard deviation: 1.0276194614751208, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,578:INFO:Row: ['normal', '100000', '15.72505764', '16.66026486'], Mean: 15.726906951533392, Standard deviation: 16.721778059628843, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,593:INFO:Row: ['binomial', '100000', '93', '0.669112389'], Mean: 62.23538, Standard deviation: 4.547339470019805, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,593:INFO:Row: ['binomial', '10000', '417', '0.364569424'], Mean: 152.0665, Standard deviation: 9.833589260793842, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,593:INFO:Row: ['poisson', '100000', '6', ''], Mean: 5.99517, Standard deviation: 2.4524776596536, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,593:INFO:Row: ['normal', '1000', '34.28713274', '18.10766745'], Mean: 34.385268997660035, Standard deviation: 18.354322877777566, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,593:INFO:Row: ['weibull', '1000', '0.091688581', ''], Mean: 6882368.316796689, Standard deviation: 126798573.84301262, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,593:INFO:Row: ['normal', '100000', '94.89707627', '3.227326946'], Mean: 94.88680549644297, Standard deviation: 3.2256058716488787, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,593:INFO:Row: ['binomial', '1000', '266', '0.657575823'], Mean: 174.926, Standard deviation: 7.9379168551957004, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,593:INFO:Row: ['normal', '10000', '15.82952757', '31.55993853'], Mean: 15.856862716530912, Standard deviation: 31.877974875337593, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,593:INFO:Row: ['normal', '1000', '11.09481764', '48.37314373'], Mean: 8.331418807341533, Standard deviation: 47.14093626817369, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,593:INFO:Row: ['weibull', '10000', '0.134537068', ''], Mean: 8351.967209276261, Standard deviation: 164121.46822829844, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,593:INFO:Row: ['uniform', '1000', '0', '36.21237064'], Mean: 18.055993545684704, Standard deviation: 10.535227442611799, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,609:INFO:Row: ['uniform', '100000', '0', '36.41877979'], Mean: 18.24970829734677, Standard deviation: 10.511951859382403, Time elapsed: 0.000503 seconds
2023-04-19 11:37:53,609:INFO:Row: ['poisson', '10000', '94', ''], Mean: 93.9611, Standard deviation: 9.689343981405552, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,609:INFO:Row: ['poisson', '1000', '85', ''], Mean: 85.128, Standard deviation: 9.392742730427573, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,609:INFO:Row: ['poisson', '1000', '16', ''], Mean: 16.07, Standard deviation: 3.885241305247333, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,609:INFO:Row: ['normal', '100000', '94.51795693', '15.97061648'], Mean: 94.5236800827705, Standard deviation: 15.926255075650857, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,609:INFO:Row: ['uniform', '10000', '0', '42.21255002'], Mean: 20.907084709714564, Standard deviation: 12.152304601542182, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,609:INFO:Row: ['poisson', '100000', '24', ''], Mean: 24.01779, Standard deviation: 4.900831920796713, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,609:INFO:Row: ['poisson', '1000', '94', ''], Mean: 93.696, Standard deviation: 9.338285924086925, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,609:INFO:Row: ['uniform', '1000', '0', '16.06420337'], Mean: 7.993895322198997, Standard deviation: 4.551277282595315, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,609:INFO:Row: ['weibull', '100000', '0.438286071', ''], Mean: 2.6812757372053007, Standard deviation: 7.384254610477278, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,609:INFO:Row: ['normal', '10000', '2.607481724', '6.13996179'], Mean: 2.6138563076354213, Standard deviation: 6.169345216600542, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,609:INFO:Row: ['weibull', '1000', '0.543224744', ''], Mean: 1.699082255278713, Standard deviation: 3.082793153826001, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,625:INFO:Row: ['uniform', '1000', '0', '21.5536465'], Mean: 10.475101200666446, Standard deviation: 6.308903167459851, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,625:INFO:Row: ['binomial', '100000', '827', '0.427478963'], Mean: 353.48978, Standard deviation: 14.247530156191983, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,641:INFO:Row: ['poisson', '1000', '94', ''], Mean: 93.773, Standard deviation: 9.683360522050183, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,641:INFO:Row: ['normal', '10000', '80.60995709', '40.22679913'], Mean: 80.23578709609855, Standard deviation: 40.321181463125825, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,641:INFO:Row: ['binomial', '100000', '110', '0.227028252'], Mean: 24.99755, Standard deviation: 4.403390057387603, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,641:INFO:Row: ['uniform', '1000', '0', '16.97350473'], Mean: 8.5700662084535, Standard deviation: 4.9541090531197804, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,641:INFO:Row: ['poisson', '10000', '4', ''], Mean: 4.0502, Standard deviation: 2.0197227433487006, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,641:INFO:Row: ['weibull', '1000', '0.804134115', ''], Mean: 1.1383054663533605, Standard deviation: 1.3473653256011673, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,641:INFO:Row: ['weibull', '10000', '0.25379887', ''], Mean: 24.45910481516683, Standard deviation: 211.58292433450558, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,641:INFO:Row: ['poisson', '100000', '4', ''], Mean: 4.0003, Standard deviation: 2.0064844654270315, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,657:INFO:Row: ['binomial', '10000', '119', '0.469935643'], Mean: 55.9188, Standard deviation: 5.424592755221354, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,657:INFO:Row: ['weibull', '1000', '0.734524019', ''], Mean: 1.2088751175819588, Standard deviation: 1.6034725465049218, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,657:INFO:Row: ['normal', '10000', '47.32152873', '34.24354265'], Mean: 47.48679372561923, Standard deviation: 34.551620376731975, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,657:INFO:Row: ['poisson', '100000', '10', ''], Mean: 9.99607, Standard deviation: 3.1742864639316974, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,657:INFO:Row: ['normal', '1000', '55.21048953', '35.85415592'], Mean: 55.351898927323106, Standard deviation: 35.593667037925215, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,657:INFO:Row: ['binomial', '10000', '486', '0.393264921'], Mean: 190.9306, Standard deviation: 10.847505871858285, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,657:INFO:Row: ['poisson', '1000', '88', ''], Mean: 88.186, Standard deviation: 9.432995494539368, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,662:INFO:Row: ['uniform', '100000', '0', '12.35203792'], Mean: 6.171558472623264, Standard deviation: 3.569166207621732, Time elapsed: 0.005013 seconds
2023-04-19 11:37:53,662:INFO:Row: ['weibull', '10000', '0.845902157', ''], Mean: 1.081102214405792, Standard deviation: 1.2746121025575075, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,662:INFO:Row: ['poisson', '100000', '63', ''], Mean: 63.01265, Standard deviation: 7.959846102626608, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,662:INFO:Row: ['uniform', '100000', '0', '27.66728126'], Mean: 13.844273891637929, Standard deviation: 8.004472836682158, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,662:INFO:Row: ['normal', '1000', '73.57511994', '34.58270064'], Mean: 73.2948630871254, Standard deviation: 33.872486035491555, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,662:INFO:Row: ['normal', '10000', '44.40060464', '18.83952346'], Mean: 44.300964380200455, Standard deviation: 18.71235242987153, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,662:INFO:Row: ['poisson', '100000', '55', ''], Mean: 54.99314, Standard deviation: 7.410709341243926, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,662:INFO:Row: ['binomial', '10000', '980', '0.502272'], Mean: 492.333, Standard deviation: 15.51052258951967, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,678:INFO:Row: ['weibull', '1000', '0.107288984', ''], Mean: 583684.0125506613, Standard deviation: 10356237.58531363, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,678:INFO:Row: ['binomial', '1000', '799', '0.920528359'], Mean: 735.376, Standard deviation: 7.577507769708983, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,678:INFO:Row: ['normal', '1000', '54.57362962', '11.16548691'], Mean: 54.78079252822172, Standard deviation: 10.972957094515793, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,678:INFO:Row: ['weibull', '100000', '0.050544467', ''], Mean: 6.350630830958236e+16, Standard deviation: 1.7846703056321372e+19, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,678:INFO:Row: ['uniform', '1000', '0', '34.47823456'], Mean: 17.483993440569396, Standard deviation: 9.955488408337553, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,678:INFO:Row: ['normal', '100000', '75.33549073', '20.17576128'], Mean: 75.46564751091911, Standard deviation: 20.174114675443754, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,678:INFO:Row: ['weibull', '100000', '0.681763801', ''], Mean: 1.2941008402833787, Standard deviation: 1.947553187219527, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,678:INFO:Row: ['uniform', '10000', '0', '43.59436459'], Mean: 21.921320086201384, Standard deviation: 12.58681457817057, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,678:INFO:Row: ['binomial', '10000', '173', '0.94499026'], Mean: 163.4966, Standard deviation: 2.9483535134037098, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,678:INFO:Row: ['binomial', '1000', '627', '0.709165285'], Mean: 444.75, Standard deviation: 11.170563996504384, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,678:INFO:Row: ['normal', '10000', '66.2740671', '23.26853781'], Mean: 66.07784982328357, Standard deviation: 23.490746101875988, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,678:INFO:Row: ['weibull', '1000', '0.679665555', ''], Mean: 1.2785190338477277, Standard deviation: 1.9874349827409918, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,678:INFO:Row: ['poisson', '1000', '53', ''], Mean: 52.65, Standard deviation: 7.432193485102497, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['poisson', '100000', '20', ''], Mean: 19.98753, Standard deviation: 4.464705421312811, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['normal', '1000', '5.287849699', '36.24874608'], Mean: 4.382648550691276, Standard deviation: 34.96012165852534, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['normal', '1000', '10.82771398', '21.85203075'], Mean: 11.778301341466225, Standard deviation: 21.43339288518491, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['poisson', '100000', '76', ''], Mean: 76.0193, Standard deviation: 8.730830860233178, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['poisson', '10000', '19', ''], Mean: 19.058, Standard deviation: 4.377263528735733, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['weibull', '1000', '0.916024726', ''], Mean: 1.0355510548737408, Standard deviation: 1.0982705542783704, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['uniform', '10000', '0', '17.22467763'], Mean: 8.694448396978972, Standard deviation: 4.996614179935503, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['uniform', '100000', '0', '37.21929982'], Mean: 18.635340600048846, Standard deviation: 10.742733578700943, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['normal', '1000', '49.22547509', '28.25445417'], Mean: 48.63472359133592, Standard deviation: 28.18286009399662, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['binomial', '1000', '9', '0.795479196'], Mean: 7.187, Standard deviation: 1.1798436337074503, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['binomial', '10000', '235', '0.585277063'], Mean: 137.5297, Standard deviation: 7.5410024472877595, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['normal', '1000', '26.47137997', '5.822703585'], Mean: 26.586528651581624, Standard deviation: 5.699007343538022, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['poisson', '1000', '42', ''], Mean: 41.756, Standard deviation: 6.732493148901081, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['binomial', '100000', '864', '0.319060637'], Mean: 275.66103, Standard deviation: 13.751607518363079, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,694:INFO:Row: ['uniform', '10000', '0', '28.435684'], Mean: 14.357283743518916, Standard deviation: 8.253010651423542, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,710:INFO:Row: ['normal', '10000', '27.83616438', '16.39549531'], Mean: 28.065930601027688, Standard deviation: 16.44082326422265, Time elapsed: 0.016160 seconds
2023-04-19 11:37:53,710:INFO:Row: ['poisson', '1000', '41', ''], Mean: 40.882, Standard deviation: 6.528558493266335, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,710:INFO:Row: ['normal', '1000', '91.94805095', '17.21886621'], Mean: 91.12460571832716, Standard deviation: 16.66188334112843, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,710:INFO:Row: ['weibull', '100000', '0.897380359', ''], Mean: 1.0539800532922106, Standard deviation: 1.1688698704958775, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,710:INFO:Row: ['weibull', '1000', '0.299952153', ''], Mean: 8.385724893380713, Standard deviation: 31.177408353412275, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,710:INFO:Row: ['poisson', '100000', '9', ''], Mean: 9.00269, Standard deviation: 3.005528699563523, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,710:INFO:Row: ['binomial', '10000', '219', '0.701767935'], Mean: 153.7696, Standard deviation: 6.775449493576054, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,710:INFO:Row: ['normal', '10000', '64.42351048', '5.157757931'], Mean: 64.4423678931123, Standard deviation: 5.155037416000804, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,710:INFO:Row: ['poisson', '10000', '21', ''], Mean: 20.96, Standard deviation: 4.607949652502728, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,726:INFO:Row: ['weibull', '1000', '0.53960941', ''], Mean: 1.8252437384737303, Standard deviation: 4.3506089534365415, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,726:INFO:Row: ['normal', '10000', '83.14367412', '1.452284246'], Mean: 83.14175176803556, Standard deviation: 1.4601014371353194, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,726:INFO:Row: ['binomial', '1000', '918', '0.007894803'], Mean: 7.207, Standard deviation: 2.594638895877421, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,726:INFO:Row: ['normal', '1000', '35.83440338', '5.066655455'], Mean: 36.0526225396189, Standard deviation: 5.130437314449503, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,726:INFO:Row: ['weibull', '100000', '0.521064282', ''], Mean: 1.8506864561100584, Standard deviation: 3.83192036084409, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,726:INFO:Row: ['uniform', '1000', '0', '14.41074892'], Mean: 7.3033258060760895, Standard deviation: 4.159920685432327, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,726:INFO:Row: ['weibull', '1000', '0.102201692', ''], Mean: 1992044.1587870591, Standard deviation: 54827649.51950493, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,726:INFO:Row: ['weibull', '10000', '0.787246375', ''], Mean: 1.1648173141262204, Standard deviation: 1.527431935003186, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,726:INFO:Row: ['binomial', '10000', '899', '0.440677667'], Mean: 396.2837, Standard deviation: 14.748830947231037, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,726:INFO:Row: ['uniform', '10000', '0', '20.38285405'], Mean: 10.111122170922515, Standard deviation: 5.873858323213845, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,726:INFO:Row: ['poisson', '1000', '95', ''], Mean: 95.068, Standard deviation: 10.005167464865343, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,726:INFO:Row: ['weibull', '1000', '0.386813462', ''], Mean: 3.794392618698668, Standard deviation: 11.211194376909065, Time elapsed: 0.000000 seconds
2023-04-19 11:37:53,726:INFO:Row: ['binomial', '100000', '566', '0.909709779'], Mean: 514.87437, Standard deviation: 6.812038395597899, Time elapsed: 0.000000 seconds
